user_id,timestep,dryness,acne,sensitivity,oiliness,product_name,brand,label,product_rating,reward
7,2,0.85,0.82,0.0,0.58,Dr. Andrew Weil For Origins™ Mega-Mushroom Relief & Resilience Advanced Face Serum,ORIGINS,Treatment,4.1,0.978
7,3,0.8,0.73,0.0,0.54,Black Jelly Pack,J.ONE,Face Mask,4.8,1.0
7,4,0.73,0.67,0.0,0.49,Water Bank Moisture Cream,LANEIGE,Moisturizer,4.4,1.0
7,5,0.7,0.6,0.0,0.44,Dragon Fruit Brightening Superfruit Mask,ORIGINS,Face Mask,3.8,0.925
7,6,0.67,0.54,0.0,0.41,Defense Refresh Setting Mist Broad Spectrum SPF 50,SUPERGOOP!,Sun protect,3.3,0.802
7,7,0.62,0.5,0.0,0.4,MOISTURE BOUND Rejuvenating Serum,AMOREPACIFIC,Treatment,4.4,1.0
7,8,0.58,0.49,0.0,0.39,Make-Up Removing Cleansing Oil,CAUDALIE,Cleanser,4.4,1.0
7,9,0.51,0.46,0.0,0.37,Ibuki Refining Moisturizer Enriched,SHISEIDO,Moisturizer,4.4,1.0
8,0,0.5,0.18,0.91,0.87,Water Pocket Sheet Mask Sleeping Mask (Replenishing),LANEIGE,Face Mask,4.8,0.961
8,1,0.45,0.11,0.87,0.8,Advanced Génifique Eye Cream,LANCÔME,Eye cream,4.1,0.682
8,2,0.41,0.09,0.86,0.77,Face the Truth™ Gel Cleanser,OLEHENRIKSEN,Cleanser,4.5,0.756
8,3,0.33,0.02,0.8,0.73,Acne-Clear Invisible Dots,PETER THOMAS ROTH,Treatment,3.6,0.684
8,4,0.3,0.0,0.76,0.69,Exfoliating Wipes - Charcoal - Detoxifying,SEPHORA COLLECTION,Cleanser,4.2,0.82
8,5,0.28,0.0,0.7,0.67,DermalQuench Liquid Lift™ Advanced Wrinkle Treatment,KATE SOMERVILLE,Treatment,3.7,0.868
8,6,0.24,0.0,0.65,0.64,Witch Hazel Herbal Extract Toner,BELIF,Cleanser,4.6,0.553
8,7,0.18,0.0,0.64,0.63,So Nurturing™ Cleansing Cloths,OLEHENRIKSEN,Cleanser,4.0,0.721
8,8,0.11,0.0,0.61,0.58,Facial Treatment Essence,SK-II,Moisturizer,4.1,0.677
8,9,0.1,0.0,0.55,0.58,Nutrient-Charged Water Gel,MURAD,Moisturizer,4.6,1.0
9,0,0.02,0.93,0.88,0.83,Clear Complexion Tonic,BOSCIA,Cleanser,4.3,1.0
9,1,0.0,0.85,0.84,0.8,Fresh Pressed 7-day System with Pure Vitamin C,CLINIQUE,Cleanser,4.1,1.0
9,2,0.0,0.8,0.78,0.77,Classic Face SPF 30 - Cucumber,COOLA,Sun protect,4.4,0.867
9,3,0.0,0.75,0.73,0.7,Shaping Facial Lift Total V Contouring Serum,CLARINS,Treatment,3.7,0.587
9,4,0.0,0.7,0.71,0.68,Daily Moisturizer Broad Spectrum SPF 35,SKIN LAUNDRY,Sun protect,4.1,1.0
9,5,0.0,0.65,0.67,0.62,Skin Rescue Deep Cleanser With Red Clay,FIRST AID BEAUTY,Cleanser,4.3,1.0
9,6,0.0,0.59,0.63,0.57,MOISTURE BOUND Rejuvenating Crème,AMOREPACIFIC,Moisturizer,4.1,0.661
9,7,0.0,0.56,0.58,0.54,Advanced Night Repair Concentrated Recovery Eye Mask,ESTÉE LAUDER,Face Mask,3.3,0.591
9,8,0.0,0.52,0.55,0.5,Un-Wrinkle® Turbo Face Serum,PETER THOMAS ROTH,Treatment,3.7,0.749
9,9,0.0,0.47,0.54,0.46,Prismatic Luminizing Shield SPF 50,VOLITION BEAUTY,Sun protect,4.2,0.987
10,0,0.48,0.55,0.27,0.87,Multi-Task Eye Serum Mask,ERNO LASZLO,Eye cream,4.5,1.0
10,1,0.45,0.5,0.2,0.77,Fresh Pressed Renewing Powder Cleanser with Pure Vitamin C,CLINIQUE,Cleanser,4.9,1.0
10,2,0.41,0.42,0.16,0.73,Kakadu C™ Intensive Vitamin C Peel Pads with Ferulic Acid & Vitamin E,DERMADOCTOR,Treatment,4.8,1.0
10,3,0.39,0.36,0.11,0.67,Sun Lotion 30 SPF,MOROCCANOIL,Sun protect,4.4,1.0
10,4,0.34,0.33,0.03,0.61,Deep Cleansing Exfoliator,CAUDALIE,Cleanser,4.6,1.0
10,5,0.32,0.3,0.0,0.56,Extra Eye Repair Cream,BOBBI BROWN,Eye cream,4.2,0.968
10,6,0.26,0.25,0.0,0.53,Luminous Dewy Skin Night Concentrate,TATCHA,Moisturizer,4.5,0.919
10,7,0.21,0.17,0.0,0.47,Pure Truth™ Youth Activating Oil,OLEHENRIKSEN,Treatment,4.0,1.0
10,8,0.14,0.15,0.0,0.42,Extra Eye Repair Cream,BOBBI BROWN,Eye cream,4.2,1.0
10,9,0.1,0.1,0.0,0.36,Virgin Marula Luxury Facial Oil Mini,DRUNK ELEPHANT,Moisturizer,4.5,1.0
11,0,0.12,0.22,0.34,0.59,Squalane + Mineral SPF 45,BIOSSANCE,Sun protect,3.7,0.822
11,1,0.12,0.2,0.3,0.57,High Potency Classics: Face Finishing & Firming Moisturizer Tint SPF 30,PERRICONE MD,Sun protect,4.3,1.0
11,2,0.09,0.15,0.23,0.53,Water Drop Hydrating Moisturizer,DR. JART+,Moisturizer,4.1,0.974
11,3,0.03,0.11,0.15,0.5,The Moisturizing Matte Lotion,LA MER,Moisturizer,3.9,1.0
11,4,0.0,0.02,0.11,0.45,Acne Solutions BB Cream Broad Spectrum SPF 40,CLINIQUE,Moisturizer,4.1,0.997
11,5,0.0,0.0,0.05,0.41,White Lucent Brightening Cleansing Foam,SHISEIDO,Cleanser,4.5,0.884
11,6,0.0,0.0,0.0,0.39,Advanced Génifique Eye Cream,LANCÔME,Eye cream,4.1,1.0
11,7,0.0,0.0,0.0,0.35,All About Eyes™ Rich,CLINIQUE,Eye cream,4.2,1.0
11,8,0.0,0.0,0.0,0.32,Glow Addict Mask,FOREO,Face Mask,0.0,0.156
11,9,0.0,0.02,0.0,0.3,Cicapair™ Tiger Grass Cream,DR. JART+,Moisturizer,4.3,1.0
12,0,0.21,0.13,0.94,0.57,BB Crème au Ginseng,ERBORIAN,Moisturizer,4.4,0.786
12,1,0.21,0.11,0.89,0.54,Red Jelly Pack,J.ONE,Treatment,3.9,0.624
12,2,0.17,0.08,0.86,0.5,Ceramic Slip Cleanser,SUNDAY RILEY,Cleanser,4.3,0.769
12,3,0.18,0.02,0.82,0.44,Ultra Facial Cream SPF 30,KIEHL'S SINCE 1851,Moisturizer,4.2,1.0
12,4,0.09,0.0,0.77,0.41,Wild Rose 15% Vitamin C Spotless Serum,KORRES,Treatment,3.9,1.0
12,5,0.06,0.0,0.74,0.39,Black Tea Firming and De-Puffing Eye Cream,FRESH,Eye cream,4.0,0.729
12,6,0.03,0.0,0.71,0.33,Black Jelly Pack,J.ONE,Face Mask,4.8,1.0
12,7,0.0,0.0,0.68,0.3,Clear Complexion Cleanser,BOSCIA,Cleanser,4.4,1.0
12,8,0.0,0.0,0.66,0.23,Essential-C Eye Cream SPF 15 PA++,MURAD,Eye cream,4.0,0.744
12,9,0.0,0.0,0.63,0.16,Hyaluronic Marine Oil-Free Moisture Cushion,DR. DENNIS GROSS SKINCARE,Moisturizer,4.2,0.729
13,0,0.98,0.1,0.4,0.34,Bio Performance Glow Revival Eye Treatment,SHISEIDO,Eye cream,4.0,0.776
13,1,0.93,0.05,0.38,0.33,Crème de la Mer,LA MER,Moisturizer,4.1,1.0
13,2,0.89,0.0,0.33,0.26,Renewed Hope in a Jar Skin Tint,PHILOSOPHY,Sun protect,4.1,0.923
13,3,0.84,0.0,0.27,0.19,Yoghurt Nourishing Fluid Veil Face Sunscreen Broad Spectrum SPF 30,KORRES,Sun protect,3.9,0.968
13,4,0.79,0.0,0.23,0.13,Charcoal Pore-Minimizing Bio-Cellulose Mask,BOSCIA,Face Mask,4.2,0.954
13,5,0.72,0.0,0.18,0.09,Tsubaki Oil Deep Hydrating Bio-Cellulose Mask,BOSCIA,Face Mask,4.1,0.956
13,6,0.68,0.0,0.09,0.05,Call It A Night Revitalizing & Nourishing UFO™ Activated Mask,FOREO,Face Mask,4.7,1.0
13,7,0.66,0.0,0.05,0.0,Photo Finish Primerizer,SMASHBOX,Moisturizer,4.1,1.0
13,8,0.61,0.0,0.0,0.0,Flower Fusion™ Violet Nourishing Sheet Mask,ORIGINS,Face Mask,3.6,0.904
13,9,0.56,0.0,0.0,0.0,Premier Cru Rich Cream,CAUDALIE,Moisturizer,4.5,1.0
14,0,0.55,0.05,1.0,0.84,ELEVATE Advanced Lift Contouring Cream,ALGENIST,Treatment,4.3,0.802
14,1,0.51,0.0,0.96,0.78,Repairwear Laser Focus,CLINIQUE,Treatment,4.1,0.712
14,2,0.46,0.0,0.9,0.74,Super City Block Oil-Free Daily Face Protector Broad Spectrum 40 SPF,CLINIQUE,Sun protect,4.2,0.821
14,3,0.41,0.0,0.87,0.68,The Moisturizing Soft Cream,LA MER,Moisturizer,3.8,0.676
14,4,0.37,0.0,0.85,0.62,Advanced Anti-Aging Repairing Oil,ALGENIST,Treatment,4.4,1.0
14,5,0.34,0.0,0.78,0.6,Cucumber Gel Mask Extreme Detoxifying Hydrator,PETER THOMAS ROTH,Face Mask,4.2,1.0
14,6,0.28,0.0,0.7,0.53,Midnight Recovery Botanical Cleansing Oil,KIEHL'S SINCE 1851,Cleanser,4.4,1.0
14,7,0.22,0.0,0.67,0.51,C+ Collagen Deep Cream,DR. DENNIS GROSS SKINCARE,Moisturizer,4.2,0.982
14,8,0.18,0.0,0.61,0.47,Turmeric Brightening Polish,VOLITION BEAUTY,Cleanser,4.6,1.0
14,9,0.12,0.0,0.56,0.4,Peony Brightening Night Treatment Mask,FRESH,Face Mask,4.0,0.992
15,0,0.27,0.78,0.46,0.42,IRIS™ Illuminating Eye Massager,FOREO,Eye cream,3.5,0.725
15,1,0.23,0.74,0.4,0.37,Lock-It Makeup Setting Mist,KAT VON D,Moisturizer,4.1,0.931
15,2,0.19,0.67,0.32,0.32,Sake Brightening Bio-Cellulose Mask,BOSCIA,Face Mask,4.3,1.0
15,3,0.1,0.65,0.31,0.28,Multi-Active Day Cream SPF 20 - All Skin Types,CLARINS,Sun protect,3.5,0.64
15,4,0.09,0.6,0.29,0.27,Dermaclear™ Micro Water,DR. JART+,Cleanser,4.4,0.97
15,5,0.06,0.54,0.25,0.22,Cicapair™ Tiger Grass Nightly Re.Pair Mask,DR. JART+,Face Mask,4.3,1.0
15,6,0.03,0.47,0.21,0.17,Turmeric Brightening Polish,VOLITION BEAUTY,Cleanser,4.6,1.0
15,7,0.0,0.39,0.18,0.12,Ultramoor Mud Mask,OMOROVICZA,Face Mask,4.5,1.0
15,8,0.0,0.35,0.09,0.05,VOLCASMIC™ Matte Glow Moisturizer,GLAMGLOW,Moisturizer,4.1,0.94
15,9,0.0,0.28,0.04,0.0,White Lucent Luminizing Infuser,SHISEIDO,Cleanser,3.8,0.953
16,0,0.06,0.58,0.5,0.85,Alpha Beta® Universal Daily Peel,DR. DENNIS GROSS SKINCARE,Treatment,4.5,1.0
16,1,0.01,0.52,0.45,0.78,Black Jelly Pack,J.ONE,Face Mask,4.8,1.0
16,2,0.0,0.45,0.41,0.75,Dermask Intra Jet Firming Solution™,DR. JART+,Face Mask,3.3,0.775
16,3,0.0,0.4,0.38,0.72,Flower Fusion™ Violet Nourishing Sheet Mask,ORIGINS,Face Mask,3.6,0.914
16,4,0.0,0.34,0.27,0.66,Day-Light Protection Sun Screen SPF 50 PA+++,NEOGEN DERMALOGY,Sun protect,4.6,1.0
16,5,0.0,0.29,0.22,0.65,MATCHA Magic Super-Antioxidant Mask,BOSCIA,Face Mask,4.5,1.0
16,6,0.0,0.25,0.2,0.61,Acne Healing Dots,PEACE OUT,Treatment,4.3,0.989
16,7,0.0,0.24,0.14,0.56,Detoxifying Silt Gelee Mask,VOLITION BEAUTY,Face Mask,4.7,1.0
16,8,0.0,0.18,0.06,0.51,Facial Treatment Oil,SK-II,Moisturizer,4.5,0.841
16,9,0.0,0.13,0.03,0.47,Virgin Marula Luxury Facial Oil,DRUNK ELEPHANT,Moisturizer,4.4,1.0
17,0,0.59,0.62,0.42,0.58,Flower Fusion™ Raspberry Refreshing Sheet Mask,ORIGINS,Face Mask,4.6,1.0
17,1,0.58,0.55,0.35,0.5,Water Drench Hyaluronic Cloud Hydra-Gel Eye Patches,PETER THOMAS ROTH,Eye cream,4.4,1.0
17,2,0.53,0.51,0.29,0.42,Essential Power Skin Toner for Normal to Dry Skin,LANEIGE,Cleanser,4.5,1.0
17,3,0.45,0.46,0.21,0.38,FUTURE RESPONSE Age Defense Creme SPF 30,AMOREPACIFIC,Sun protect,3.8,0.923
17,4,0.4,0.42,0.2,0.35,Pomegranate AHA & Enzymes Resurfacing Mask,KORRES,Face Mask,4.4,0.968
17,5,0.36,0.35,0.16,0.32,GLOWSTARTER™ Mega Illuminating Moisturizer,GLAMGLOW,Moisturizer,4.0,0.954
17,6,0.33,0.3,0.14,0.28,Face Lotion SPF 30,MOROCCANOIL,Sun protect,0.0,0.127
17,7,0.31,0.31,0.11,0.29,Dermaclear™ Micro Milk Peel,DR. JART+,Treatment,4.4,1.0
17,8,0.24,0.25,0.07,0.25,Neuropeptide Firming & Illuminating Under-Eye Cream,PERRICONE MD,Eye cream,5.0,1.0
17,9,0.2,0.18,0.03,0.17,Clearly Corrective™ Dark Circle Perfector,KIEHL'S SINCE 1851,Eye cream,3.6,0.916
18,0,0.07,0.46,1.0,1.0,Resveratrol Lift Firming Serum,CAUDALIE,Treatment,4.3,0.786
18,1,0.05,0.42,0.98,0.97,MATCHA Magic Super-Antioxidant Mask,BOSCIA,Face Mask,4.5,1.0
18,2,0.0,0.37,0.93,0.95,Herbal-Infused Micellar Cleansing Water,KIEHL'S SINCE 1851,Cleanser,3.7,0.894
18,3,0.0,0.32,0.87,0.9,A Perfect World™ SPF 40 Age-Defense Moisturizer with White Tea,ORIGINS,Moisturizer,3.5,0.845
18,4,0.0,0.26,0.86,0.84,Advanced Night Repair Synchronized Recovery Complex II,ESTÉE LAUDER,Treatment,4.3,1.0
18,5,0.0,0.18,0.83,0.8,Capture Youth Plump Filler Age-Delay Plumping Serum,DIOR,Treatment,4.4,0.739
18,6,0.0,0.15,0.81,0.78,Tarteguard Mineral Powder Sunscreen Broad Spectrum SPF 30,TARTE,Sun protect,4.2,1.0
18,7,0.0,0.08,0.72,0.72,All That Contours Hydrogel Expansion Stretch Mask,DR. JART+,Face Mask,3.3,0.834
18,8,0.0,0.04,0.69,0.7,Instant Radiance Sun Defense Sunscreen Broad Spectrum SPF 40,DR. DENNIS GROSS SKINCARE,Sun protect,3.9,0.925
18,9,0.0,0.0,0.6,0.65,Waterproof Eye Makeup Remover,SEPHORA COLLECTION,Cleanser,4.4,0.86
19,0,0.61,0.99,0.65,0.01,The Moisturizing Soft Lotion,LA MER,Moisturizer,3.6,0.649
19,1,0.57,0.99,0.62,0.0,GinZing™ Peel-Off Mask to Refine and Refresh,ORIGINS,Face Mask,3.0,0.504
19,2,0.54,0.95,0.6,0.0,Bye Bye Pores Primer™ Oil-Free Poreless Skin-Perfecting Serum Primer,IT COSMETICS,Treatment,3.6,0.938
19,3,0.53,0.92,0.58,0.0,No Puffery™ Cooling Roll-On For Puffy Eyes,ORIGINS,Eye cream,3.4,0.654
19,4,0.47,0.88,0.54,0.0,Saturn Sulfur Acne Treatment Mask,SUNDAY RILEY,Treatment,4.3,1.0
19,5,0.46,0.84,0.48,0.0,Ultra Facial Cream SPF 30,KIEHL'S SINCE 1851,Moisturizer,4.2,1.0
19,6,0.43,0.82,0.45,0.0,Luna Sleeping Night Oil,SUNDAY RILEY,Moisturizer,4.1,0.993
19,7,0.35,0.74,0.39,0.0,Daily Protection Broad Spectrum SPF 50 Sunscreen,EVE LOM,Sun protect,4.4,1.0
19,8,0.3,0.69,0.35,0.0,After Sun Greek Yoghurt Cooling Gel for Face and Body,KORRES,Sun protect,4.6,1.0
19,9,0.25,0.67,0.3,0.0,EradiKate™ Acne Treatment,KATE SOMERVILLE,Treatment,4.3,1.0
20,0,0.72,0.2,0.63,0.26,Wrinkle Release Facial Sheet Mask,SKIN LAUNDRY,Face Mask,4.2,1.0
20,1,0.7,0.14,0.56,0.18,Resort Collection Sun Protection Mist Broad Spectrum SPF 30 Sunscreen,AMOREPACIFIC,Sun protect,3.3,0.88
20,2,0.68,0.08,0.55,0.14,Beauty Water,SON & PARK,Moisturizer,4.6,1.0
20,3,0.6,0.05,0.52,0.1,Ultramoor Mud Mask,OMOROVICZA,Face Mask,4.5,1.0
20,4,0.54,0.02,0.47,0.06,Glow Addict Mask,FOREO,Face Mask,0.0,0.2
20,5,0.52,0.0,0.48,0.05,Modern Friction™ Cleansing Oil with Radiance-Boosting White & Purple Rice,ORIGINS,Cleanser,4.5,1.0
20,6,0.47,0.0,0.41,0.0,Advanced Génifique Sensitive Antioxidant Serum,LANCÔME,Treatment,4.6,1.0
20,7,0.47,0.0,0.37,0.0,Cellumination Cream EX,SK-II,Moisturizer,4.3,1.0
20,8,0.44,0.0,0.34,0.0,Nose Mask - Pineapple,SEPHORA COLLECTION,Face Mask,2.9,0.802
20,9,0.4,0.0,0.3,0.0,Hydration Lover Rubber Mask,DR. JART+,Face Mask,4.0,1.0
21,0,0.74,0.55,0.43,0.01,Essential Energy Eye Definer,SHISEIDO,Eye cream,0.0,0.204
21,1,0.74,0.53,0.42,0.01,The Eye Concentrate,LA MER,Eye cream,3.6,0.682
21,2,0.7,0.47,0.41,0.0,Dermaclear™ Micro Milk Peel,DR. JART+,Treatment,4.4,1.0
21,3,0.67,0.41,0.33,0.0,C+ Collagen Brighten & Firm Vitamin C Serum,DR. DENNIS GROSS SKINCARE,Treatment,3.9,0.893
21,4,0.63,0.37,0.28,0.0,Blackhead Solutions Self-heating Blackhead Extractor,CLINIQUE,Cleanser,3.7,0.888
